,Device,Qubits,Model,Model_spec,sim_iter_num,Dataset,binary_cross_entropy_loss,accuracy,best_epoch
319,FakeGuadalupeV2,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,4,Test,0.6251119375228882,91.0,
320,AerSim (IBM-Yonsei),10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,0,Train,0.6532485485076904,82.0,
321,AerSim (IBM-Yonsei),10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,0,Test,0.6534284353256226,80.0,
322,AerSim (IBM-Yonsei),10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,1,Train,0.6409396529197693,82.0,
323,AerSim (IBM-Yonsei),10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,1,Test,0.6305252313613892,91.0,
324,AerSim (IBM-Yonsei),10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,2,Train,0.6328216791152954,86.0,
325,AerSim (IBM-Yonsei),10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,2,Test,0.6278759241104126,91.0,
326,AerSim (IBM-Yonsei),10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,3,Train,0.6352542638778687,84.5,
327,AerSim (IBM-Yonsei),10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,3,Test,0.6311767101287842,90.0,
328,AerSim (IBM-Yonsei),10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,4,Train,0.6245930194854736,85.5,
329,AerSim (IBM-Yonsei),10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,4,Test,0.6146957874298096,91.0,
